City mpg,Classification,Driveline,Fuel Type,Highway mpg,Horsepower,Hybrid,ID,Make,Model Year,Year
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-250 Van Commercial Extended 5.4L,Ford,2011 Ford E-250 Van,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,17,225,FALSE,2011 Ford E-250 Van Recreational,Ford,2011 Ford E-250 Van,2011
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-250 Van Recreational 5.4L,Ford,2011 Ford E-250 Van,2011
10,Automatic transmission,Rear-wheel drive,E85,12,225,FALSE,2011 Ford E-250 Van Recreational Extended,Ford,2011 Ford E-250 Van,2011
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-250 Van Recreational Extended 5.4L,Ford,2011 Ford E-250 Van,2011
10,Automatic transmission,Rear-wheel drive,E85,14,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 4.8L,Chevrolet,2010 Chevrolet Silverado 1500,2010
11,Automatic transmission,Rear-wheel drive,E85,16,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 5.3L,Chevrolet,2010 Chevrolet Silverado 1500,2010
14,Automatic transmission,Rear-wheel drive,Gasoline,19,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LS,Chevrolet,2010 Chevrolet Silverado 1500,2010
14,Automatic transmission,Rear-wheel drive,Gasoline,19,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT,Chevrolet,2010 Chevrolet Silverado 1500,2010
11,Automatic transmission,Rear-wheel drive,E85,16,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT 5.3L,Chevrolet,2010 Chevrolet Silverado 1500,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,19,403,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT 6.2L,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LTZ,Chevrolet,2010 Chevrolet Silverado 1500,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,19,403,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LTZ 6.2L,Chevrolet,2010 Chevrolet Silverado 1500,2010
10,Automatic transmission,Four-wheel drive,E85,13,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 5.3L 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
13,Automatic transmission,Four-wheel drive,Gasoline,18,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LS 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
10,Automatic transmission,Four-wheel drive,E85,13,302,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT 5.3L 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
9,Automatic transmission,Four-wheel drive,E85,13,403,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LT 6.2L 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LTZ 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
12,Automatic transmission,Four-wheel drive,Gasoline,19,403,FALSE,2010 Chevrolet Silverado 1500 Extended Cab LTZ  6.2L 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
11,Automatic transmission,Rear-wheel drive,E85,16,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab  Long Box Work Truck,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab  Long Box LT,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Rear-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Long Box LTZ,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Long Box Work Truck 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
11,Automatic transmission,Four-wheel drive,E85,16,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Long Box LT 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,315,FALSE,2010 Chevrolet Silverado 1500 Extended Cab Long Box LTZ 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010
12,Automatic transmission,Rear-wheel drive,Gasoline,16,255,FALSE,2012 Ford E-350 Super Duty Van Commercial,Ford,2012 Ford E-350 Super Duty Van,2012
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2012 Ford E-350 Super Duty Van Commercial V10,Ford,2012 Ford E-350 Super Duty Van,2012
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2012 Ford E-350 Super Duty Van Commercial Extended,Ford,2012 Ford E-350 Super Duty Van,2012
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2012 Ford E-350 Super Duty Van Commercial Extended V10,Ford,2012 Ford E-350 Super Duty Van,2012
12,Automatic transmission,Rear-wheel drive,Gasoline,16,255,FALSE,2012 Ford E-350 Super Duty Van Recreational,Ford,2012 Ford E-350 Super Duty Van,2012
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2012 Ford E-350 Super Duty Van Recreational V10,Ford,2012 Ford E-350 Super Duty Van,2012
12,Automatic transmission,Rear-wheel drive,Gasoline,16,255,FALSE,2012 Ford E-350 Super Duty Van Recreational Extended,Ford,2012 Ford E-350 Super Duty Van,2012
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2012 Ford E-350 Super Duty Van Recreational Extended V10,Ford,2012 Ford E-350 Super Duty Van,2012
12,Automatic transmission,Rear-wheel drive,Gasoline,15,255,FALSE,2011 Ford E-350 Super Duty Van Commercial,Ford,2011 Ford E-350 Super Duty Van,2011
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2011 Ford E-350 Super Duty Van Commercial V10,Ford,2011 Ford E-350 Super Duty Van,2011
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-350 Super Duty Van Commercial Extended,Ford,2011 Ford E-350 Super Duty Van,2011
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2011 Ford E-350 Super Duty Van Commercial Extended V10,Ford,2011 Ford E-350 Super Duty Van,2011
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-350 Super Duty Van Recreational,Ford,2011 Ford E-350 Super Duty Van,2011
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2011 Ford E-350 Super Duty Van Recreational V10,Ford,2011 Ford E-350 Super Duty Van,2011
9,Automatic transmission,Rear-wheel drive,E85,12,255,FALSE,2011 Ford E-350 Super Duty Van Recreational Extended,Ford,2011 Ford E-350 Super Duty Van,2011
10,Automatic transmission,Rear-wheel drive,Gasoline,14,305,FALSE,2011 Ford E-350 Super Duty Van Recreational Extended V10,Ford,2011 Ford E-350 Super Duty Van,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan King Cab XE,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan King Cab XE FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan King Cab XE 4x4,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan King Cab XE 4x4 FFV,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan King Cab SE,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Rear-wheel drive,E85,13,317,FALSE,2010 Nissan Titan King Cab SE FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan King Cab SE 4x4,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Four-wheel drive,E85,12,317,FALSE,2010 Nissan Titan King Cab SE 4x4 FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan King Cab PRO-4X,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan King Cab PRO-4X FFV,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan Crew Cab XE,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Rear-wheel drive,E85,13,317,FALSE,2010 Nissan Titan Crew Cab XE FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab XE 4x4,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab XE 4x4 FFV,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan Crew Cab SE,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan Crew Cab SE FFV,Nissan,2010 Nissan Titan,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2010 Nissan Titan Crew Cab SE Long Bed,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Rear-wheel drive,E85,13,317,FALSE,2010 Nissan Titan Crew Cab SE Long Bed FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab SE 4x4,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Four-wheel drive,E85,12,317,FALSE,2010 Nissan Titan Crew Cab SE 4x4 FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab SE 4x4 Long Bed,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Four-wheel drive,E85,12,317,FALSE,2010 Nissan Titan Crew Cab SE 4x4 Long Bed FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab PRO-4X,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab PRO-4X FFV,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Four-wheel drive,E85,12,317,FALSE,2010 Nissan Titan King Cab PRO-4X FFV,Nissan,2010 Nissan Titan,2010
9,Automatic transmission,Rear-wheel drive,E85,13,317,FALSE,2010 Nissan Titan Crew Cab LE FFV,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab LE 4x4,Nissan,2010 Nissan Titan,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2010 Nissan Titan Crew Cab LE 4x4 FFV,Nissan,2010 Nissan Titan,2010
18,Manual transmission,All-wheel drive,Gasoline,25,265,FALSE,2010 Subaru Legacy 2.5GT Limited,Subaru,2010 Subaru Legacy,2010
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2010 Subaru Legacy 3.6R Premium,Subaru,2010 Subaru Legacy,2010
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2010 Subaru Legacy 3.6R Limited,Subaru,2010 Subaru Legacy,2010
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2011 Subaru Outback 3.6R Premium,Subaru,2011 Subaru Outback,2011
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2011 Subaru Outback 3.6R Limited,Subaru,2011 Subaru Outback,2011
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2010 Subaru Outback 3.6R Limited,Subaru,2010 Subaru Outback,2010
18,Automatic transmission,All-wheel drive,Gasoline,25,256,FALSE,2010 Subaru Outback 3.6R Premium,Subaru,2010 Subaru Outback,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan King Cab S,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan King Cab S 4x4,Nissan,2012 Nissan Titan,2012
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan King Cab SV,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan King Cab SV 4x4,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan King Cab PRO-4X,Nissan,2012 Nissan Titan,2012
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan Crew Cab S,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan Crew Cab S 4x4,Nissan,2012 Nissan Titan,2012
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan Crew Cab SV,Nissan,2012 Nissan Titan,2012
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan Crew Cab SV Long Bed,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan Crew Cab SV 4x4,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan Crew Cab SV Long Bed 4x4,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan Crew Cab PRO-4X,Nissan,2012 Nissan Titan,2012
13,Automatic transmission,Rear-wheel drive,Gasoline,18,317,FALSE,2012 Nissan Titan Crew Cab SL,Nissan,2012 Nissan Titan,2012
12,Automatic transmission,Four-wheel drive,Gasoline,17,317,FALSE,2012 Nissan Titan Crew Cab SL 4x4,Nissan,2012 Nissan Titan,2012
14,Automatic transmission,Rear-wheel drive,Gasoline,20,210,FALSE,2011 Dodge Ram 1500 Tradesman Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Tradesman Regular Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Express Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
9,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Regular Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011
8,Automatic transmission,Four-wheel drive,E85,12,310,FALSE,2011 Dodge Ram 1500 Tradesman Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Tradesman Regular Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Express Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Regular Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Big Horn Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,19,310,FALSE,2011 Dodge Ram 1500 Lone Star Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Lone Star Quad Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011
9,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Quad Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Big Horn Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,310,FALSE,2011 Dodge Ram 1500 Lone Star Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Lone Star Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Big Horn Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Lone Star Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
9,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Crew Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Big Horn Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Lone Star Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,310,FALSE,2011 Dodge Ram 1500 Outdoorsman Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,390,FALSE,2011 Dodge Ram 1500 Outdoorsman Crew Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,310,FALSE,2011 Dodge Ram 1500 Big Horn Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,360,FALSE,2011 Ford F-150 FX2 SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 FX2 SuperCab 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 FX2 SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 FX2 SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 FX2 SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 FX2 SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 FX4 SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 FX4 SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,360,FALSE,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,360,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011
10,Automatic transmission,Four-wheel drive,E85,14,360,FALSE,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
10,Automatic transmission,Four-wheel drive,E85,14,360,FALSE,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,360,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,18,411,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed  6.2L,Ford,2011 Ford F-150,2011
10,Automatic transmission,Four-wheel drive,E85,14,360,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
12,Automatic transmission,Four-wheel drive,Gasoline,16,411,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 6.2L 4X4,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 Lariat SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
11,Automatic transmission,Rear-wheel drive,E85,15,360,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,18,411,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed  6.2L,Ford,2011 Ford F-150,2011
10,Automatic transmission,Four-wheel drive,E85,14,360,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
12,Automatic transmission,Four-wheel drive,Gasoline,16,411,FALSE,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 6.2L 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,21,360,FALSE,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,365,FALSE,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011
14,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,365,FALSE,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011
12,Automatic transmission,Rear-wheel drive,E85,17,302,FALSE,2011 Ford F-150 STX 6.5-ft. Bed,Ford,2011 Ford F-150,2011
